carne_producida,carneros,corderos,direccion_viento,finura_lana,humedad,lana_producida,localidad,mm_lluvia,muertes,ovejas,pariciones,rinde_lana,temperatura_maxima,temperatura_minima,velocidad_viento,periodo
344,2,125,95,2739,41.3,2637,Gaiman,0.0,38,2202,472,1044,12.4,16.5,4.9,2017-12-07
653,3,123,96,1368,45.3,2683,Gaiman,0.0,11,1154,302,1322,9.9,15.4,3.9,2017-12-08
819,5,177,136,2473,46.3,1177,Gaiman,0.0,45,1205,280,2467,11.7,15.6,4.9,2017-12-09
929,5,128,174,1428,46.0,2908,Gaiman,0.0,29,2037,340,2627,13.6,19.2,4.1,2017-12-10
850,2,109,148,1451,51.4,2476,Gaiman,0.0,6,2038,418,2695,12.0,19.0,2.5,2017-12-11
538,3,92,96,1619,39.4,1722,Gaiman,0.0,34,1570,296,2933,12.5,18.4,3.2,2017-12-12
977,1,108,90,1104,42.3,2690,Gaiman,0.0,32,2321,451,1904,12.3,17.0,4.0,2017-12-13
253,5,167,141,2416,39.6,1689,Gaiman,0.0,38,1720,396,1257,12.1,15.2,5.2,2017-12-14
177,4,130,92,2240,62.2,2997,Gaiman,4.6,12,2545,332,1054,10.8,13.8,3.4,2017-12-15
117,5,96,90,2415,39.5,2321,Gaiman,0.0,23,1582,287,2192,5.9,10.6,2.8,2017-12-16
828,5,125,143,2589,41.0,2396,Gaiman,0.0,49,2499,482,2714,5.9,11.8,4.2,2017-12-17
980,1,147,157,2538,43.3,2649,Gaiman,0.0,24,1425,475,1573,10.6,15.8,4.5,2017-12-18
743,5,96,164,2010,56.1,2991,Gaiman,0.0,25,2740,390,2479,12.3,16.5,3.1,2017-12-19
638,4,135,150,2765,51.2,2819,Gaiman,0.0,47,1065,468,2711,7.5,14.0,4.4,2017-12-20
692,5,173,176,2248,66.0,1982,Gaiman,0.8,35,2740,404,1274,5.7,10.5,2.3,2017-12-21
97,1,153,159,1108,47.4,1570,Gaiman,0.0,39,2419,291,2428,4.1,10.4,3.4,2017-12-22
261,4,170,164,2429,41.8,2191,Gaiman,0.0,42,1783,431,2568,6.3,11.7,4.1,2017-12-23
885,3,179,151,2262,50.8,1915,Gaiman,0.0,3,1051,215,1372,9.4,16.3,5.1,2017-12-24
153,5,176,117,2751,41.9,2754,Gaiman,0.0,47,1982,290,1420,13.2,20.1,5.7,2017-12-25
741,3,134,132,2058,42.3,1948,Gaiman,0.0,10,1768,470,1319,8.2,13.1,3.4,2017-12-26
138,3,142,93,2010,51.9,2069,Gaiman,0.0,10,2513,359,1388,9.6,15.3,3.0,2017-12-27
718,3,91,176,2665,43.9,1790,Gaiman,0.0,22,1119,211,1060,14.9,19.9,4.8,2017-12-28
199,2,139,96,1011,47.0,1411,Gaiman,0.6,28,1925,382,1133,11.9,15.5,4.1,2017-12-29
571,4,169,158,1072,36.5,2156,Gaiman,0.0,18,1984,303,2699,9.4,13.3,3.7,2017-12-30
305,4,137,144,2485,42.4,2761,Gaiman,0.0,27,1359,353,2906,10.0,14.0,4.2,2017-12-31
161,3,160,135,2682,51.4,2373,Gaiman,0.0,30,2314,495,2131,9.7,13.4,2.8,2018-01-01
673,4,136,106,2991,46.0,1316,Gaiman,0.0,24,1193,228,2312,10.4,16.6,3.0,2018-01-02
757,5,134,156,1889,52.6,2233,Gaiman,0.2,34,2462,467,1183,10.2,14.9,3.4,2018-01-03
517,3,101,179,1807,44.8,1997,Gaiman,0.0,32,1141,493,2919,9.9,13.6,4.0,2018-01-04
767,4,160,167,2662,40.0,2510,Gaiman,0.0,27,2909,402,1198,9.9,14.3,4.6,2018-01-05
576,3,168,114,2914,53.2,1569,Gaiman,0.0,36,1778,329,2848,10.9,15.6,3.2,2018-01-06
790,2,99,117,2249,63.3,2466,Gaiman,0.0,4,2090,435,2193,8.8,17.0,1.6,2018-01-07
85,3,92,113,1397,50.2,1526,Gaiman,0.0,20,1493,270,1851,16.5,20.2,3.1,2018-01-08
259,4,103,116,1238,34.9,1566,Gaiman,0.0,22,1164,450,2620,12.7,19.1,3.2,2018-01-09
430,3,163,106,1079,46.2,2553,Gaiman,0.0,30,2277,404,1855,7.1,18.7,2.1,2018-01-10
400,1,90,171,2550,46.0,2132,Gaiman,0.0,34,2912,229,1732,14.7,19.9,3.4,2018-01-11
157,4,157,169,2822,37.9,2041,Gaiman,0.0,20,1081,454,2326,10.3,15.0,4.3,2018-01-12
302,4,174,142,1755,45.9,1612,Gaiman,0.0,19,1904,380,1554,4.9,14.2,3.6,2018-01-13
177,4,148,152,2435,46.0,2340,Gaiman,0.0,13,2196,387,1922,9.7,16.2,4.0,2018-01-14
840,2,116,145,2048,46.5,2948,Gaiman,0.0,2,1270,468,2916,9.4,16.5,3.3,2018-01-15
798,1,158,92,1455,49.8,1423,Gaiman,0.0,49,2801,399,2371,12.1,16.1,3.8,2018-01-16
136,2,158,153,1529,42.1,2469,Gaiman,0.0,32,2365,327,1685,10.3,17.1,4.5,2018-01-17
47,1,114,154,2611,52.8,1695,Gaiman,0.0,30,1145,405,1969,14.6,17.3,4.6,2018-01-18
263,5,145,110,2628,54.0,1099,Gaiman,0.0,39,1074,490,1924,14.7,20.1,4.9,2018-01-19
54,3,112,177,1077,42.4,1118,Gaiman,0.0,24,1532,416,2136,15.3,20.3,3.2,2018-01-20
266,3,130,112,1369,37.4,2293,Gaiman,0.0,30,2333,360,2464,12.7,18.5,3.6,2018-01-21
771,5,153,166,2071,46.1,2748,Gaiman,0.0,30,1132,339,1735,11.3,16.3,3.6,2018-01-22
410,3,170,138,2594,42.4,2736,Gaiman,0.0,40,2867,423,1759,4.6,12.7,2.4,2018-01-23
580,2,158,98,1068,53.9,2736,Gaiman,0.0,25,2991,263,1968,3.3,13.7,1.4,2018-01-24
654,5,124,120,2582,54.8,2161,Gaiman,0.0,30,1491,294,2974,4.9,15.2,1.3,2018-01-25
254,1,99,92,2432,43.9,2871,Gaiman,0.0,6,1609,206,1287,13.7,17.7,4.1,2018-01-26
601,1,176,96,2696,42.0,1745,Gaiman,0.0,35,1156,291,2412,13.7,16.7,4.8,2018-01-27
836,5,123,142,1582,45.9,1358,Gaiman,0.0,47,2536,339,1621,13.1,17.2,5.8,2018-01-28
279,2,109,121,1035,49.3,1774,Gaiman,0.0,36,2013,296,2992,11.5,18.3,3.2,2018-01-29
699,3,107,141,2367,40.9,1941,Gaiman,0.0,45,2461,439,1178,9.9,13.1,5.4,2018-01-30
520,4,100,93,1819,46.5,1461,Gaiman,0.0,22,2708,221,1547,11.1,14.3,5.4,2018-01-31
670,4,125,152,1226,49.2,1516,Gaiman,0.0,9,2734,388,2994,13.8,20.5,5.2,2018-02-01
313,5,147,124,1180,56.8,2023,Gaiman,0.0,23,2228,457,2987,11.1,19.7,2.1,2018-02-02
67,3,100,98,2106,49.2,2524,Gaiman,0.0,11,1397,479,1934,16.3,20.8,3.9,2018-02-03
0,2,137,177,1036,48.7,1655,Gaiman,0.0,22,2075,362,1260,16.3,21.3,4.1,2018-02-04
175,1,151,119,1099,51.6,1239,Gaiman,0.0,16,2788,397,1053,15.8,21.5,3.8,2018-02-05
875,4,135,151,2692,58.0,1440,Gaiman,0.0,34,2322,240,1609,10.2,17.6,2.5,2018-02-06
491,1,122,111,2619,49.2,1749,Gaiman,0.0,37,1061,487,1669,12.9,16.6,2.5,2018-02-07
829,2,165,137,2359,46.2,1204,Gaiman,0.0,9,2790,421,2092,6.6,12.3,3.2,2018-02-08
958,5,130,156,2839,46.9,1196,Gaiman,0.0,34,2102,343,1190,5.7,10.5,2.0,2018-02-09
564,5,143,101,2901,55.0,2984,Gaiman,0.0,32,2907,492,1186,0.1,10.0,1.9,2018-02-10
367,4,104,134,2989,55.4,2935,Gaiman,0.0,49,1691,230,1922,1.9,12.0,1.9,2018-02-11
522,5,92,160,2535,47.2,2078,Gaiman,0.0,37,2862,206,1582,10.7,17.2,3.1,2018-02-12
299,2,176,144,2982,51.1,1297,Gaiman,0.0,12,1679,287,1303,5.8,16.1,2.5,2018-02-13
980,4,147,102,2522,61.4,1940,Gaiman,0.0,35,2816,225,2932,16.9,18.8,2.9,2018-02-14
535,4,110,119,1123,58.0,1092,Gaiman,0.0,5,2787,457,2768,14.1,20.0,1.9,2018-02-15
151,4,138,132,2464,56.7,2474,Gaiman,0.0,18,1197,331,2435,16.3,20.2,1.3,2018-02-16
253,4,123,100,1171,59.2,2718,Gaiman,0.0,20,1064,477,2258,13.6,19.4,2.3,2018-02-17
358,3,142,161,1686,40.3,2848,Gaiman,0.0,24,2086,378,2773,14.4,18.7,4.7,2018-02-18
657,3,101,170,2268,43.6,2395,Gaiman,0.0,42,1012,247,2891,10.7,14.9,3.0,2018-02-19
180,3,162,180,2157,53.1,2087,Gaiman,0.0,30,2711,333,2942,7.6,14.9,2.1,2018-02-20
315,4,121,164,2286,52.5,2703,Gaiman,1.0,5,2026,470,2090,11.3,15.1,3.0,2018-02-21
330,5,173,180,2935,49.3,1119,Gaiman,0.0,30,2641,339,1421,7.9,14.1,1.5,2018-02-22
389,1,116,163,2111,62.1,1581,Gaiman,0.0,47,2133,330,1368,5.2,13.2,1.0,2018-02-23
646,3,135,130,1944,51.7,1786,Gaiman,0.0,13,2017,449,2912,5.5,16.3,1.9,2018-02-24
454,5,120,103,2244,46.4,2295,Gaiman,0.0,31,1484,304,1332,9.3,18.8,2.4,2018-02-25
895,4,107,142,1071,44.6,2659,Gaiman,0.0,25,1223,220,2238,15.1,18.3,2.8,2018-02-26
30,5,152,128,2508,56.9,2311,Gaiman,0.0,48,1611,307,1357,6.1,15.5,1.9,2018-02-27
515,3,142,90,1403,42.1,1680,Gaiman,0.0,23,1087,290,2256,15.2,18.5,4.4,2018-02-28
418,4,92,93,1284,42.9,2922,Gaiman,0.0,40,2757,361,2768,13.8,16.6,4.9,2018-03-01
89,5,174,144,1830,46.4,2061,Gaiman,0.0,35,1302,495,1201,13.7,17.0,4.3,2018-03-02
156,1,99,151,1623,55.4,2314,Gaiman,0.0,17,2056,328,2885,10.3,15.3,2.5,2018-03-03
566,5,175,164,1423,50.0,1476,Gaiman,0.0,48,1108,430,1264,3.6,12.5,2.5,2018-03-04
476,3,150,166,2398,45.0,1348,Gaiman,0.0,48,2108,468,2538,12.9,15.4,3.9,2018-03-05
466,1,119,109,2017,54.4,1714,Gaiman,0.0,29,1261,324,2478,14.3,19.2,4.4,2018-03-06
421,2,159,153,2587,61.8,1286,Gaiman,0.0,13,2726,296,1098,12.8,18.4,2.7,2018-03-07
395,1,168,160,1436,48.7,2069,Gaiman,0.0,4,2844,235,2717,11.3,15.5,2.1,2018-03-08
831,3,166,138,2058,43.3,2786,Gaiman,0.0,50,1699,355,2566,5.5,11.0,2.5,2018-03-09
739,4,128,151,2613,60.5,2219,Gaiman,0.0,6,1789,477,1260,3.3,10.9,1.1,2018-03-10
303,3,164,166,1840,43.5,2491,Gaiman,0.0,29,1511,282,2144,10.6,13.3,2.7,2018-03-11
29,5,178,160,2911,44.7,2940,Gaiman,0.0,24,1899,278,2037,8.2,12.5,3.8,2018-03-12
492,3,100,179,1454,52.3,2382,Gaiman,1.8,26,2834,344,1963,6.9,12.7,4.7,2018-03-13
984,5,160,172,2562,44.8,1445,Gaiman,0.0,3,1665,411,1841,5.9,10.2,3.6,2018-03-14
162,1,110,152,1910,57.3,1047,Gaiman,2.8,44,1927,264,1692,9.7,13.1,3.8,2018-03-15
945,1,166,148,2100,54.6,2931,Gaiman,0.0,2,2686,492,2473,4.8,11.7,2.4,2018-03-16
413,5,133,127,1773,63.2,1472,Gaiman,0.0,27,2275,330,1323,0.7,9.4,2.2,2018-03-17
981,1,169,158,1298,43.3,2935,Gaiman,0.0,21,2876,406,1561,11.1,13.8,5.2,2018-03-18
937,5,108,179,2687,63.8,1105,Gaiman,1.4,7,1309,392,2004,1.0,8.7,2.0,2018-03-19
23,4,128,175,1761,66.5,1741,Gaiman,0.0,12,2788,392,2360,-0.6,5.5,0.9,2018-03-20
722,4,138,117,1496,69.1,2382,Gaiman,0.6,10,2057,391,2673,2.6,9.0,1.0,2018-03-21
420,2,166,159,1593,63.0,2735,Gaiman,0.2,28,2329,408,2926,5.7,12.1,2.4,2018-03-22
28,1,104,131,1111,43.8,1353,Gaiman,0.0,27,1004,368,1120,6.9,11.5,3.1,2018-03-23
248,5,164,155,2042,55.2,1109,Gaiman,0.0,13,2844,389,2491,-0.5,8.4,1.7,2018-03-24
652,1,169,151,1603,51.6,2583,Gaiman,0.0,42,1558,473,1588,10.4,13.4,4.4,2018-03-25
937,2,109,154,1734,54.0,2030,Gaiman,0.0,11,2550,500,1056,4.2,13.2,2.6,2018-03-26
493,4,124,116,1660,62.0,1278,Gaiman,0.0,7,1169,346,1606,9.8,13.5,1.2,2018-03-27
301,3,162,101,1035,41.4,2799,Gaiman,0.0,50,1425,261,2373,9.4,13.4,3.8,2018-03-28
967,1,131,113,2065,49.9,2106,Gaiman,0.0,8,2548,363,2312,1.2,10.2,1.9,2018-03-29
691,1,121,133,1806,44.5,1306,Gaiman,0.0,4,1171,260,2782,10.1,14.2,4.4,2018-03-30
202,3,141,171,1646,51.4,2074,Gaiman,0.0,3,1228,419,1286,7.2,13.2,1.7,2018-03-31
839,3,154,134,2775,66.1,1211,Gaiman,0.0,31,2630,420,2349,4.6,12.3,1.2,2018-04-01
986,4,179,150,2861,57.2,2622,Gaiman,0.0,12,2403,253,1629,13.7,17.9,3.3,2018-04-02
389,2,165,168,2276,57.4,2188,Gaiman,0.0,41,2505,299,2348,7.6,14.1,1.5,2018-04-03
37,4,97,115,2619,74.1,1282,Gaiman,4.4,36,2218,404,1214,4.3,6.7,2.2,2018-04-04
281,3,113,166,1338,57.7,2028,Gaiman,1.6,27,2898,216,2857,2.8,8.5,2.6,2018-04-05
362,5,99,154,1048,55.0,2155,Gaiman,0.0,14,2469,325,2943,2.6,9.1,1.6,2018-04-06
296,4,121,173,1640,71.7,2883,Gaiman,0.0,44,1145,437,2163,2.2,7.7,1.4,2018-04-07
923,1,129,116,1917,66.9,1034,Gaiman,0.0,34,2742,484,2049,-1.0,7.2,0.8,2018-04-08
934,2,173,149,2501,68.5,1677,Gaiman,0.0,28,1443,260,1843,0.3,8.2,1.6,2018-04-09
674,4,101,97,2240,50.8,1507,Gaiman,0.0,48,1278,385,1706,6.8,9.8,2.6,2018-04-10
658,4,177,111,1357,48.3,1129,Gaiman,0.0,1,1408,393,1044,-0.4,7.5,2.4,2018-04-11
215,2,91,102,2194,47.1,2073,Gaiman,0.0,6,1945,215,1449,3.0,9.5,3.9,2018-04-12
764,4,90,126,2931,73.3,1853,Gaiman,0.0,19,1802,234,1630,0.3,6.3,0.3,2018-04-13
430,1,110,134,1945,71.4,2733,Gaiman,0.0,35,2200,231,1374,4.6,11.3,0.4,2018-04-14
994,1,171,105,2825,67.9,1277,Gaiman,0.0,14,1710,256,2369,8.9,15.4,1.2,2018-04-15
468,4,106,113,1305,61.7,2897,Gaiman,1.0,36,2957,311,2259,7.7,12.9,2.6,2018-04-16
386,3,103,173,1765,52.1,1220,Gaiman,0.0,25,2418,413,2366,7.7,11.7,3.0,2018-04-17
278,4,167,149,2660,49.5,2224,Gaiman,0.0,48,2265,332,1413,13.7,17.0,3.9,2018-04-18
566,2,143,178,1172,61.6,1060,Gaiman,10.8,49,2373,396,2795,8.1,15.2,3.5,2018-04-19
375,2,136,97,1876,60.7,1267,Gaiman,0.6,19,1099,267,1613,4.1,10.1,2.4,2018-04-20
354,5,134,144,2536,61.6,1113,Gaiman,1.4,26,2865,448,2011,2.4,10.5,2.6,2018-04-21
682,2,121,149,1148,51.3,2815,Gaiman,0.0,12,2913,369,2952,4.6,8.7,2.7,2018-04-22
538,5,144,120,1757,58.4,2784,Gaiman,0.0,41,2976,451,1933,4.0,9.6,1.8,2018-04-23
332,1,127,98,1106,64.0,2863,Gaiman,0.0,20,1468,257,1788,1.5,8.3,1.5,2018-04-24
691,2,156,142,2460,77.0,1820,Gaiman,0.4,10,1692,269,1214,2.8,6.8,0.1,2018-04-25
555,3,156,102,2932,70.2,2917,Gaiman,0.2,39,1949,325,1164,3.3,8.0,1.0,2018-04-26
3,3,110,171,1447,58.9,1054,Gaiman,0.0,26,2293,375,2000,0.5,8.1,1.9,2018-04-27
10,3,163,102,1407,47.2,2294,Gaiman,0.0,2,1581,454,1334,1.5,7.6,1.6,2018-04-28
201,1,150,135,1016,46.9,2605,Gaiman,0.0,36,1926,298,2227,3.3,9.2,3.0,2018-04-29
6,5,112,103,1323,66.6,2569,Gaiman,0.0,5,2318,337,1098,-1.1,4.6,0.7,2018-04-30
35,1,98,159,1723,60.2,2028,Gaiman,0.0,39,1925,369,2521,0.8,8.5,1.3,2018-05-01
647,4,102,155,1030,64.8,2075,Gaiman,0.0,35,2301,420,2694,3.3,8.8,0.5,2018-05-02
1000,5,111,133,1817,45.3,1550,Gaiman,0.0,27,1784,412,1691,5.0,8.8,1.8,2018-05-03
77,5,180,160,1367,55.8,1312,Gaiman,0.0,50,2689,217,2201,0.2,8.6,1.7,2018-05-04
403,5,110,136,2844,70.3,2985,Gaiman,0.0,28,2609,349,1281,-2.3,3.0,0.5,2018-05-05
466,4,127,125,2257,73.6,2843,Gaiman,0.0,15,1930,303,2546,-1.1,3.2,0.4,2018-05-06
788,2,180,103,2102,80.1,2343,Gaiman,0.0,49,2649,365,1121,-0.3,5.4,0.7,2018-05-07
785,2,114,149,1030,63.0,1250,Gaiman,0.0,33,2943,273,1202,3.6,11.2,1.4,2018-05-08
305,4,92,174,1060,55.1,2939,Gaiman,0.0,48,2662,297,2254,13.2,15.5,3.6,2018-05-09
701,4,158,170,1665,60.2,1736,Gaiman,0.0,27,1997,318,2654,8.4,12.5,1.5,2018-05-10
417,1,146,106,2572,41.4,1404,Gaiman,0.0,14,1443,346,2411,1.1,10.4,2.5,2018-05-11
328,1,128,126,2653,66.4,1446,Gaiman,0.0,27,2609,294,2672,-1.0,4.2,0.5,2018-05-12
982,4,180,93,1912,87.2,2753,Gaiman,10.4,50,2411,497,2231,2.9,4.7,0.1,2018-05-13
960,4,153,151,1514,74.9,1788,Gaiman,0.0,39,2027,285,2606,0.9,5.6,0.4,2018-05-14
288,4,117,136,2948,72.0,2519,Gaiman,0.0,38,1155,294,2545,0.9,4.0,0.3,2018-05-15
44,2,102,94,2624,72.3,1417,Gaiman,0.0,18,1802,305,2149,-0.9,3.2,0.5,2018-05-16
790,2,98,178,2472,84.2,1567,Gaiman,3.8,40,2741,268,2609,2.2,3.7,0.0,2018-05-17
943,2,168,175,2814,83.0,2703,Gaiman,0.2,4,1412,454,2414,1.9,5.2,0.3,2018-05-18
102,4,116,115,1879,80.8,1818,Gaiman,0.0,35,2818,357,1961,2.9,6.8,0.2,2018-05-19
951,1,142,103,2683,61.4,1047,Gaiman,0.2,39,1466,314,1472,1.0,7.1,1.9,2018-05-20
513,4,136,120,2598,50.4,2138,Gaiman,0.0,11,1847,337,2770,6.8,10.8,3.4,2018-05-21
584,1,157,149,1695,60.9,1910,Gaiman,0.0,43,1077,209,2320,2.2,8.0,1.9,2018-05-22
802,4,112,106,1771,73.5,1556,Gaiman,0.0,11,1771,259,1415,0.4,5.7,0.4,2018-05-23
980,4,139,170,2751,78.9,2000,Gaiman,0.0,28,1382,454,1161,3.9,8.9,0.4,2018-05-24
955,5,143,107,2021,70.8,2543,Gaiman,1.0,30,2426,213,2059,6.1,10.3,1.9,2018-05-25
597,3,145,92,1583,50.5,1252,Gaiman,0.0,35,1492,265,2623,6.1,9.0,4.3,2018-05-26
796,4,167,127,2581,61.1,1850,Gaiman,0.0,32,1816,223,1537,2.0,6.5,0.3,2018-05-27
691,1,106,167,1703,65.7,2617,Gaiman,0.0,8,1105,247,1533,1.7,6.4,1.2,2018-05-28
145,1,117,150,1180,57.2,1031,Gaiman,0.0,22,1057,247,2999,-0.6,5.1,1.0,2018-05-29
622,1,141,106,2716,66.8,2318,Gaiman,0.0,46,2372,341,2776,-2.4,3.3,0.6,2018-05-30
389,5,118,140,2024,71.6,1202,Gaiman,0.0,22,1010,345,1575,-3.9,0.6,0.4,2018-05-31
40,4,126,137,1356,69.9,1572,Gaiman,0.0,37,2062,243,2767,-3.8,-0.3,0.4,2018-06-01
807,5,130,132,2595,70.2,2601,Gaiman,0.0,44,1258,256,2319,-3.1,-0.6,0.4,2018-06-02
172,4,142,104,2967,76.1,1909,Gaiman,0.0,29,1188,245,2793,-3.7,0.0,0.2,2018-06-03
562,1,114,98,1503,68.6,2222,Gaiman,0.0,23,1454,214,2465,-4.4,1.8,0.6,2018-06-04
178,5,116,139,1151,77.3,2120,Gaiman,0.0,8,1298,348,2669,0.1,3.8,0.0,2018-06-05
500,5,101,141,1546,51.8,1717,Gaiman,0.0,28,2203,305,1931,-0.9,7.9,2.7,2018-06-06
348,5,170,144,2951,69.6,2853,Gaiman,1.0,21,2121,445,2078,-2.3,1.3,0.1,2018-06-07
817,1,123,175,2060,64.2,2694,Gaiman,0.0,44,2211,260,2065,-1.1,4.3,1.9,2018-06-08
400,2,111,159,1442,59.6,2141,Gaiman,0.0,31,1598,421,2236,-2.2,1.6,0.2,2018-06-09
976,3,121,114,2266,65.1,2601,Gaiman,0.0,48,2997,395,1807,-3.5,-0.4,0.2,2018-06-10
550,5,145,171,1685,63.2,2621,Gaiman,0.0,13,1730,302,2009,-3.5,-0.5,0.1,2018-06-11
920,3,100,98,1661,64.0,2503,Gaiman,0.0,39,2612,434,1653,-4.3,-0.6,0.2,2018-06-12
953,5,116,128,2430,65.1,1298,Gaiman,0.0,10,2693,381,2645,-3.6,-0.6,0.2,2018-06-13
134,4,167,133,2331,63.7,1111,Gaiman,0.0,21,1164,272,1977,-3.7,-0.8,0.4,2018-06-14
18,5,105,115,2918,72.6,1248,Gaiman,0.0,39,2291,467,2506,-2.2,4.1,0.5,2018-06-15
275,3,169,143,1957,69.3,2034,Gaiman,0.0,37,2147,430,1781,4.3,9.2,1.2,2018-06-16
709,4,94,136,2191,72.6,2558,Gaiman,0.0,30,1681,294,2032,2.2,6.4,0.1,2018-06-17
610,4,110,124,2422,72.7,1688,Gaiman,0.6,28,2799,337,2605,0.6,5.8,1.1,2018-06-18
355,5,99,118,2087,49.1,2976,Gaiman,0.0,11,1885,492,2575,2.4,6.0,3.3,2018-06-19
239,5,167,160,2854,48.4,1676,Gaiman,0.0,32,1792,283,2035,4.4,7.7,4.4,2018-06-20
659,5,127,112,2062,55.1,1512,Gaiman,0.4,31,1774,348,1000,1.2,5.6,2.7,2018-06-21
782,5,164,120,2786,54.6,2465,Gaiman,0.0,43,1785,255,1110,-1.4,5.0,1.6,2018-06-22
490,1,175,93,1057,44.9,2526,Gaiman,0.0,39,2730,422,2030,-4.4,2.0,2.3,2018-06-23
578,2,142,93,1967,47.8,2174,Gaiman,0.0,22,2007,431,2825,1.9,8.3,2.6,2018-06-24
288,1,140,168,2455,59.1,2450,Gaiman,0.0,34,1325,315,1055,-0.5,4.3,0.8,2018-06-25
36,2,169,169,2044,52.1,2415,Gaiman,3.0,41,2768,267,2724,1.3,5.1,1.2,2018-06-26
10,2,180,177,1419,69.5,2587,Gaiman,0.8,36,2802,342,1709,-1.9,3.3,2.1,2018-06-27
667,2,100,99,1468,83.3,1837,Gaiman,11.0,29,1889,500,2189,2.1,4.0,0.8,2018-06-28
567,1,121,155,1880,77.9,2435,Gaiman,8.2,39,2688,495,1722,0.9,3.2,0.5,2018-06-29
743,2,162,118,2715,57.0,1875,Gaiman,0.0,23,2199,259,1402,-1.9,2.2,0.9,2018-06-30
998,4,175,150,1468,60.7,1688,Gaiman,0.0,29,1274,209,2066,-4.9,0.7,0.7,2018-07-01
712,3,126,104,2842,53.5,1331,Gaiman,0.0,50,1439,456,2263,-3.8,-1.0,0.7,2018-07-02
253,5,112,150,1497,55.4,2893,Gaiman,0.0,27,1993,243,2147,-5.7,-2.1,0.5,2018-07-03
783,3,168,132,2362,55.6,2316,Gaiman,0.0,35,2364,245,2206,-5.4,-1.2,0.6,2018-07-04
905,3,108,135,2001,62.1,1077,Gaiman,0.0,7,2034,452,1475,0.0,1.9,0.1,2018-07-05
451,2,161,148,2241,79.1,1330,Gaiman,0.0,7,2279,285,2102,-1.9,0.6,0.2,2018-07-06
4,2,176,154,1684,76.4,2160,Gaiman,0.0,26,2817,299,2952,-2.4,1.3,0.1,2018-07-07
118,1,120,114,2399,80.5,2805,Gaiman,0.0,42,2475,386,1243,-0.5,1.8,0.0,2018-07-08
860,2,180,136,2934,78.5,1427,Gaiman,0.0,34,1644,337,2891,-0.8,3.9,0.3,2018-07-09
694,4,178,124,2469,66.0,1159,Gaiman,0.0,14,2271,331,1545,2.4,7.5,0.6,2018-07-10
1000,3,143,138,1734,55.0,2485,Gaiman,0.0,36,1323,266,1154,2.6,5.8,1.0,2018-07-11
548,5,109,136,1399,72.1,1767,Gaiman,0.6,6,1714,465,2741,-0.1,5.4,0.6,2018-07-12
357,1,166,105,2090,73.9,1656,Gaiman,0.2,9,2399,470,1500,0.9,4.5,0.3,2018-07-13
45,4,99,151,1559,88.7,1654,Gaiman,15.0,42,1911,258,2972,1.8,2.8,0.0,2018-07-14
415,4,176,121,1921,77.7,1208,Gaiman,0.0,1,2566,444,2079,-1.2,0.7,0.2,2018-07-15
198,3,139,143,2605,71.4,2647,Gaiman,0.0,41,2541,442,2526,-1.6,0.3,0.5,2018-07-16
509,1,151,112,2063,67.4,1812,Gaiman,0.0,16,1858,213,1412,-2.3,0.3,0.6,2018-07-17
473,4,116,134,2586,81.0,1485,Gaiman,1.6,11,1117,399,2901,-0.2,0.8,0.2,2018-07-18
932,3,167,137,1235,71.3,2487,Gaiman,0.8,39,1112,464,2724,-2.7,0.7,0.5,2018-07-19
452,2,169,178,1367,72.0,1403,Gaiman,0.0,26,1791,230,1813,-2.6,1.4,0.3,2018-07-20
790,2,149,154,2240,66.5,1674,Gaiman,0.0,34,2325,418,2066,-1.9,3.2,1.0,2018-07-21
254,1,174,108,1604,50.3,2033,Gaiman,0.0,48,2465,373,1864,0.1,4.6,2.5,2018-07-22
816,2,153,121,2842,47.9,2339,Gaiman,0.0,34,2373,383,2362,6.1,9.1,3.7,2018-07-23
241,4,158,124,2783,57.9,1431,Gaiman,0.0,5,1733,374,2696,1.5,8.4,3.8,2018-07-24
147,5,121,172,2785,64.3,2561,Gaiman,0.0,18,2336,334,1338,0.3,6.0,0.8,2018-07-25
291,5,162,114,1286,75.6,2855,Gaiman,0.0,34,1467,347,1809,-0.2,3.6,0.4,2018-07-26
405,3,172,109,2670,66.3,2075,Gaiman,0.0,23,1255,385,1206,-1.6,4.1,0.7,2018-07-27
732,2,130,95,2495,55.1,1464,Gaiman,0.0,46,1847,482,1767,4.4,9.0,2.6,2018-07-28
665,4,140,91,2800,45.5,2536,Gaiman,0.0,50,1050,417,3000,2.6,6.3,4.1,2018-07-29
641,1,152,179,2430,46.3,2889,Gaiman,0.0,48,2791,476,1694,2.2,5.7,2.4,2018-07-30
397,5,152,105,1216,47.2,1319,Gaiman,0.0,29,2370,318,2743,2.6,9.3,4.1,2018-07-31
77,3,177,148,2485,49.0,2138,Gaiman,0.0,19,1114,381,1231,1.5,8.3,2.1,2018-08-01
540,1,104,133,2534,65.0,2299,Gaiman,0.0,29,1972,247,1375,-1.4,2.6,0.1,2018-08-02
835,4,170,129,2938,50.6,2953,Gaiman,0.0,20,2375,243,1132,2.8,7.4,4.1,2018-08-03
516,5,107,177,2779,55.3,2119,Gaiman,0.4,17,2209,376,2871,5.2,10.3,2.9,2018-08-04
130,1,114,124,2012,73.6,2376,Gaiman,0.2,3,2080,333,1734,2.2,6.7,0.8,2018-08-05
